ticker,definition,classification,RSI recovery 20,RSI recovery 25,RSI recovery 30,RSI rising,Volume expansion,MACD improvement,MA20 reclaim
HAO,D_rapid_expansion,Temporary Spike,,,,S-7,S,S-20,S
HAO,E_base_breakout,Temporary Spike,,,,S-7,S,S-20,S
ONCO,A_10_from_low,No Significant Move,S-20,S-20,S-15,S-20,S-3,S-20,
ONCO,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,
ONCO,C_20_in_1_3,No Significant Move,S-20,S-15,S-10,S-10,S-10,S-20,S-10
ONCO,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,,S-20,S-20
ONCO,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
IPW,A_10_from_low,No Significant Move,S-20,S-20,S-10,S-20,S-5,S-20,
IPW,B_20_from_low,No Significant Move,S-20,S-15,S-15,S-15,S-10,S-20,
LNAI,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-20,,S-20,S
LNAI,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-20,,S-20,S
LNAI,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,,S-20,S-1
LNAI,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-1,S-15,S-15
LNAI,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S-1,S-15,S-15
LZMH,A_10_from_low,Temporary Spike,S-5,,,S-20,S-20,S-10,
LZMH,B_20_from_low,Temporary Spike,S-15,,,S-15,S-15,S-20,
LZMH,C_20_in_1_3,No Significant Move,S-15,S,,S-15,S-1,S-20,S
LZMH,D_rapid_expansion,No Significant Move,S-15,S,,S-15,S-1,S-20,S
LZMH,E_base_breakout,Gradual Rise,S-20,S-20,S-20,S-20,S-1,S-20,S-20
NAKA,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-2,S-20,S
NAKA,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-2,S-20,S
NAKA,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S-3,S-20,S-3
NAKA,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S-3
NAKA,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S-3
MEDS,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-5,S-20,S-20
MEDS,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S-10,S-20,S-7
MEDS,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-10,S-7,S-20,S-7
MEDS,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S,S-10,S
MEDS,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S,S-10,S
PRTS,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-3,S-20,S-20
PRTS,B_20_from_low,No Significant Move,S-20,S-15,S-7,S-15,S-20,S-5,S
PRTS,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-10,S-10,S-7,S-3
PRTS,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-10,S-10,S-7,S-3
PRTS,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-10,S-10,S-7,S-3
TJGC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-20
TJGC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-20
TJGC,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-20
TJGC,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-20
TJGC,E_base_breakout,Rapid Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
VSA,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-20,S,S-20,S-20
VSA,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S,S-20,
VSA,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-7,S-5,S-20,S
VSA,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-7,S-5,S-20,S
VSA,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S,S-15,S
CUPR,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-15,,S-7,S-3
CUPR,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-15,S-10,S-10,S-7
CUPR,C_20_in_1_3,Rapid Move,S-20,S-20,S-20,S-15,S-2,S-10,S-5
CUPR,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-20,S-2,S-20,S-15
SDOT,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-15,,S-3,
SDOT,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-15,,S-3,
SDOT,C_20_in_1_3,True Explosion,S-20,S,S,S-20,S-20,S-7,S
SDOT,D_rapid_expansion,True Explosion,S-20,S,S,S-20,S-20,S-7,S
RPGL,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-5,S-20,S-20
RPGL,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,,S-20,S-20
RPGL,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-20,S-20,S
RPGL,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-20,S-20,S
RPGL,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S-20,S-20,S
HKIT,A_10_from_low,No Significant Move,S-20,S,S,S-10,S-1,S-20,S
HKIT,B_20_from_low,No Significant Move,S-20,S,S,S-10,S-1,S-20,S
HKIT,C_20_in_1_3,True Explosion,S-20,S-7,S-7,S-7,S-7,S-20,S-7
HKIT,D_rapid_expansion,True Explosion,S-20,S-7,S-7,S-7,S-7,S-20,S-7
SLXN,A_10_from_low,No Significant Move,S-20,S-10,S-5,S-10,S-10,S-10,S
SLXN,B_20_from_low,No Significant Move,S-20,S-10,S-5,S-10,S-10,S-10,S
SLXN,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,
CDTG,A_10_from_low,True Explosion,S-20,S-20,S-20,S-15,S-15,S-10,S-10
CDTG,B_20_from_low,True Explosion,S-20,S-20,S-20,S-15,S-15,S-10,S-10
CDTG,C_20_in_1_3,Rapid Move,S-20,S-20,S-20,S-20,S-10,S-20,S
CDTG,D_rapid_expansion,Rapid Move,S-20,S-20,S-20,S-20,S-10,S-20,S
DAIC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
DAIC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
DAIC,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,,S-7,S
DAIC,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-15,S-5,S-20,S
ELOX,A_10_from_low,Temporary Spike,,,,,,,
ELOX,B_20_from_low,Temporary Spike,,,,,,,
ELOX,C_20_in_1_3,Temporary Spike,,,,,,S-1,
ELOX,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S,S-15,S-15
HODO,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S-20
HODO,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,,
HODO,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,,,
JDZG,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-10,S-20,S-15
JDZG,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-10,S-20,S-15
JDZG,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-10,S-7,,
JDZG,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-7,S-10,,
SBFM,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
SBFM,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S-20
SCYX,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-20,S-5,
SCYX,B_20_from_low,No Significant Move,S-20,S-20,S-3,S-7,S-10,S-7,S-1
SCYX,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
SCYX,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
SCYX,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
SMX,A_10_from_low,No Significant Move,S-20,S-10,S-10,S-20,,S-20,S-10
SMX,B_20_from_low,No Significant Move,S-20,S-15,S-15,S-15,,S-20,S-15
SMX,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-7,,S-20,S-2
SMX,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S,S-15,S-7
SMX,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S,S-15,S-7
ZOOZ,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-5
ZOOZ,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-20,S-15
ZOOZ,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S-7,S-20,S-20
ZOOZ,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,S-20
ZOOZ,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,S-20
PRHI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S-20
PRHI,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S-20
PRHI,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-7,S,S-20,S-20
PRHI,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-10,S-20,S-20
PRHI,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-15,S-10,S-20,S-20
WYHG,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-15,,S-20,S-20
WYHG,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-7,S,S-20,S-20
WYHG,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S-3,S-20,S-20
WYHG,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-20,S-3,S-20,S-20
WYHG,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-15,S,S,S-15
PW,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-7,S-20,S-5,S-5
PW,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-20,S-7,S-7
PW,C_20_in_1_3,No Significant Move,S-20,S-20,S-15,S-15,S-15,S-10,S-7
SILO,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-2,S-3,S-5
SILO,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-2,S-3,S-5
SILO,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-20,S-20
ICCM,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-10,S-10,S-20,
ICCM,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-10,S-10,S-20,
ICCM,C_20_in_1_3,Temporary Spike,S-20,S-20,S-15,S-20,S-20,S-20,S
ICCM,D_rapid_expansion,Temporary Spike,S-20,S-20,S-15,S-20,S-20,S-20,S
WXM,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-15,S-15
WXM,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-15,S-15
WXM,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S-10
WXM,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S-10
WXM,E_base_breakout,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S-10
CETX,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-3,S-10,S-10
CETX,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-15,S-10
SMSI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-7,S-20
SMSI,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-7,S-20
SMSI,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-7,S-20
SMSI,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-7,S-20
CDLX,A_10_from_low,No Significant Move,S-20,S-20,S-10,S-10,S-20,S-10,
CDLX,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-10,
FEMY,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,,S-15,
FEMY,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,,S-20,
FEMY,C_20_in_1_3,No Significant Move,S-20,S-20,S-10,S-20,S,S-10,S
FEMY,D_rapid_expansion,No Significant Move,S-20,S-20,S-10,S-20,S,S-10,S
HUBC,A_10_from_low,Temporary Spike,S-20,S-20,S-7,S-7,S-20,S-20,S-7
HUBC,B_20_from_low,Temporary Spike,S-20,S-20,S-7,S-7,S-20,S-20,S-7
HUBC,C_20_in_1_3,No Significant Move,S-20,S-20,S-10,S-10,S-10,S-20,S-10
KIDZ,A_10_from_low,No Significant Move,S-20,S-20,,S-10,S-10,S-20,
KIDZ,B_20_from_low,No Significant Move,S-20,S-20,,S-2,S-15,S-20,
KIDZ,C_20_in_1_3,No Significant Move,S-20,S-20,,S-2,S-15,S-20,
KIDZ,D_rapid_expansion,No Significant Move,S-20,S-20,,S-2,S-15,S-20,
ZCMD,A_10_from_low,No Significant Move,S-20,S-20,S-10,S-15,S-20,,
ZCMD,B_20_from_low,No Significant Move,S-20,S-20,S-10,S-15,S-20,,
ZCMD,C_20_in_1_3,Gradual Rise,,,,S-10,S-20,S-10,S
ZCMD,D_rapid_expansion,Gradual Rise,,,,S-10,S-20,S-10,S
OPAD,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,,S-10,S-10
OPAD,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,,S-10,S-10
OPAD,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-3,,S-20
GMM,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-20,S-20,S-15,S-15
GMM,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-20,S-20,S-20,S-20
GMM,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,S-20
GMM,D_rapid_expansion,No Significant Move,S-20,S,S,S-20,S-1,S-15,S
SHPH,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-7,,
SHPH,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-7,,
SHPH,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-7,S-1,S-10,S
SHPH,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-7,S-1,S-10,S
SHPH,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-7,S-1,S-10,S
AERT,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
AERT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
AERT,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
AIFA,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,,S-15,S-15
AIFA,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,,S-15,S-20
AIFA,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S,S-15,S
AIFA,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-20,S,S-15,S
AIFA,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-15,S-1
XXII,A_10_from_low,No Significant Move,S-20,,,S-15,S-10,S-20,
XXII,B_20_from_low,No Significant Move,S-10,S-10,S,S-10,,S-20,S-2
AMOD,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-5,S-20,S-15
AMOD,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-5,S-10,S-20,S-20
AMOD,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S,S-20,S-2
AMOD,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S,S-20,S-2
AMOD,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S,S-20,S-2
AVX,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-20,S-20
AVX,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-20,S-20
AVX,C_20_in_1_3,No Significant Move,S-20,S-20,S-10,S-20,S-7,S-10,S-10
AVX,D_rapid_expansion,No Significant Move,S-20,S-20,S-10,S-20,S-7,S-10,S-10
AVX,E_base_breakout,No Significant Move,S-20,S-20,S-10,S-20,S-7,S-10,S-10
TDIC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-5,S,S-20,
TDIC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-5,S,S-20,
AIFU,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-5,S-20,S-20
AIFU,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-3,S-3,S-1
AIFU,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-15,S-10
AIFU,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-15,S-10
CREG,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
CREG,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-1,S-20,
CREG,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-1,,S-20,
UPLD,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,S-20
UPLD,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-10,S-20,S-20
UPLD,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-20,S-15
UPLD,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
UPLD,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,S-20
VMAR,A_10_from_low,No Significant Move,S-20,S,,S-7,S-10,S-20,
VMAR,B_20_from_low,No Significant Move,S-20,S,,S-7,S-10,S-20,
VMAR,C_20_in_1_3,Gradual Rise,S-20,S-1,,S-15,S-20,S-20,
VMAR,D_rapid_expansion,Gradual Rise,S-20,S-1,,S-15,S-20,S-20,
VMAR,E_base_breakout,No Significant Move,S-20,S-15,S-7,S-20,S-15,S-20,S-7
WOK,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-20,S-5,
WOK,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-20,S-5,
WOK,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,S,S-20,S-5
BMGL,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-10,S-5,S-3
BMGL,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-10,S-10
BMGL,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-10,S-10
BMGL,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-10,S-10
BMGL,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,S
BOXL,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,S-15
BOXL,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,S-15
BOXL,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S-20
BOXL,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-7,S-7,S-3,S
BOXL,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-7,S-7,S-3,S
FXHO,A_10_from_low,Rapid Move,S-20,S-20,S-15,S-20,,S-20,S-15
FXHO,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-20,S-15,S-20,S-15
FXHO,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S-15,S-20,S-15
FXHO,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-7,S-15,S-20,S-20
LABT,A_10_from_low,Gradual Rise,,,,S-20,S-3,S-15,S-5
LABT,B_20_from_low,Rapid Move,,,,S-20,S-10,S-20,S-15
LABT,C_20_in_1_3,No Significant Move,S,S,,S-20,S-20,S-20,S
LABT,D_rapid_expansion,No Significant Move,S,S,,S-20,S-20,S-20,S
LABT,E_base_breakout,No Significant Move,S-20,S-20,S-15,S-20,S-5,S-20,S-15
LHSW,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-7,S-15,,
LHSW,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-20,,
LHSW,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S-20,,
LHSW,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-7,S-1,S
LHSW,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-20,S-3,S-15,S-10
POM,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-10,S-7
POM,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S-5,S-15,
POM,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-1,S-7,S-20,
POM,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S
WLDS,A_10_from_low,No Significant Move,S-20,S-20,S-15,S-15,S-15,S-15,S-15
WLDS,B_20_from_low,No Significant Move,S-20,S-20,S-15,S-15,S-15,S-15,S-15
WLDS,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S
WLDS,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S
WLDS,E_base_breakout,True Explosion,S-20,S-20,S-20,S-15,S,S-10,S
FCUV,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-7
FCUV,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-7
FCUV,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-5,S,S-20,S-20
FCUV,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-5,S,S-20,S-20
ILLR,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-1,S-15,
ILLR,B_20_from_low,True Explosion,S-20,S-20,S-20,S-10,S-2,S-10,S-10
ILLR,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S-20
ILLR,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S-20
YYGH,A_10_from_low,No Significant Move,S-20,,,S-15,S-20,S-20,
YYGH,B_20_from_low,Temporary Spike,S-20,S-7,,S-15,S-20,S-15,
YYGH,C_20_in_1_3,No Significant Move,S-20,,,S-20,S-20,S-20,
YYGH,D_rapid_expansion,No Significant Move,S-20,S-20,S-10,S-20,S-10,S-20,S-10
YYGH,E_base_breakout,No Significant Move,S-20,S-20,S-10,S-20,S-10,S-20,S-10
AMIX,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-2,S-20,S-20
AMIX,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-7,S-20,S-20
AMIX,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-10,S-7,S-20,S-20
AMIX,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-10,S-7,S-20,S-20
DD,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S-2,S-20,S-10
DD,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-3,S-10,S-10
NAMI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,
NAMI,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-20,S-5,S-20,
NAMI,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-20,S
NAMI,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-20,S
NUWE,A_10_from_low,Gradual Rise,,,,S-3,S-20,S-7,
NUWE,B_20_from_low,No Significant Move,S-7,S,S,S-20,S-5,S-20,S
NUWE,C_20_in_1_3,No Significant Move,S-7,S,S,S-20,S-5,S-20,S
NUWE,D_rapid_expansion,No Significant Move,S-7,S,S,S-20,S-5,S-20,S
RUBI,A_10_from_low,No Significant Move,S-10,,,S-15,S-10,S-20,
RUBI,B_20_from_low,No Significant Move,S-10,,,S-15,S-10,S-20,
VRAX,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-15,S,S-20,S-20
VRAX,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-20,S-3,,S-20
VRAX,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-7,S-7,S,S
VRAX,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-7,S-7,S,S
VRAX,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-10,S,S-20,S-20
GDC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-20,
GDC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,
GDC,E_base_breakout,Temporary Spike,S-20,S-20,,S-20,S-20,S-20,
GDC,C_20_in_1_3,Gradual Rise,S-20,S-20,S,S-20,,S-20,S-5
GIBO,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-20,S-7
GIBO,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-20,S-7
GIBO,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-15
GIBO,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-15
HON,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-7,,S-20,S-20
HON,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-7,,S-20,S-20
MNDR,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,,
MNDR,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,,
MNDR,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,
MNDR,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-5,S-20,
PAVS,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,
PAVS,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,
PAVS,C_20_in_1_3,Temporary Spike,S-20,,,S-20,S,S-20,S
PAVS,D_rapid_expansion,Temporary Spike,S-20,,,S-20,S,S-20,S
ZCMD,A_10_from_low,Rapid Move,,,,S-7,S-20,S-7,
ZCMD,B_20_from_low,Rapid Move,,,,S-7,S-20,S-7,
ZCMD,C_20_in_1_3,Gradual Rise,,,,S-10,S-20,S-10,S
ZCMD,D_rapid_expansion,Gradual Rise,,,,S-10,S-20,S-10,S
HCWB,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,,,
HCWB,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-7,S,
HCWB,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-1,S-1,
HCWB,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-2,S-2,
JBDI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-15,S-20
JBDI,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
JBDI,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-3,S-20,S-15
QNCX,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-7,S-1,S-20,
QNCX,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-15,S-7,S-15,S
QNCX,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-20,S-20,S-10
QNCX,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-15,S-20,S-20,S-10
QNCX,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-15,S-20,S-20,S-10
