ticker,definition,signal_date,classification,relative_day,rsi,rsi_slope,volume_ratio_20,macd_hist
KXIN,B_20_from_low,2026-03-23,Temporary Spike,S-15,32.667660863149734,-0.12702495546341672,0.365625894571766,2.361238844730668
KXIN,B_20_from_low,2026-03-23,Temporary Spike,S-20,33.239370471562694,0.0816364533876784,0.399428203743561,-1.7865562140839408
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S,33.867962045794684,0.7250400105807179,1.3982546455778657,2.97045610377587
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-1,31.943643842422233,0.16178305433150322,0.5233348728339154,3.020035266516487
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-2,31.943643842422233,0.14503916118393553,1.0445221183927607,3.114845839447451
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-3,31.69284201405253,-0.06198147409958684,0.8570968008272163,3.2013825282149373
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-4,31.458294679427723,-0.21844826232144024,1.6247466860726612,3.2910259277757348
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-5,31.508526358870427,-0.3109057070679692,1.3231722192170214,3.3897698376908743
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-6,31.87878643635129,-0.1907910408188466,1.0555098762835344,3.4884147284213327
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-7,32.113639466392044,-0.1587571054916547,0.2690631850695242,3.549232286805003
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-10,32.58991078286701,0.13359886002580387,0.1887398892318897,3.4551247330301145
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-15,32.667660863149734,-0.12702495546341672,0.365625894571766,2.361238844730668
KXIN,C_20_in_1_3,2026-03-23,Temporary Spike,S-20,33.239370471562694,0.0816364533876784,0.399428203743561,-1.7865562140839408
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S,47.19320524238126,4.213311633160475,4.164066523280119,0.2806373654405405
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-1,42.68079711072353,2.8348698973479287,6.689727663640707,0.22832199547517273
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-2,38.680203798009615,1.3078739276553033,9.324305019856576,0.1886197283108142
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-3,34.553270342899836,1.3132401008038859,8.784711223735615,0.16504651017143446
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-4,34.176187418679746,0.29860015795849887,16.227873124269927,0.1688456711051225
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-5,34.756582015043705,1.2393511688243137,0.7537248028045574,0.1833041284985173
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-6,30.613550040488178,-2.0285898023062074,0.6729585556011489,0.20032650023708176
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-7,33.28038694480425,-1.1396441675341837,2.0320855614973263,0.2708786701593062
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-10,36.6993194474068,-0.6689755797156659,0.4069097888675624,0.4867774646884939
KXIN,D_rapid_expansion,2026-05-13,No Significant Move,S-15,39.52570845674181,-0.6757210712235846,0.692979813196746,0.8619875501589123
